Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,RMSD_minus,complete_name,ares_id,ares_score,complete_model,Lddt_score,Lddt_rank
Perez,7,9.049,69,13.811,71,0.655,83,0.671,80,-1.0,53,0.658,74,2.11,41,27.549,90,0.334,23,0.0,1,6.183e-07,6,PZ33,-9.049,PZ33_Perez_7,PZ33_Perez_7,8.3656387,PZ33_Perez_7,0.4760799494147221,84
Ding,1,9.238,70,15.159,82,0.609,90,0.806,41,-1.0,53,0.533,96,8.24,70,28.503,96,0.197,96,0.0,1,1.042e-06,7,PZ33,-9.238,PZ33_Ding_1,PZ33_Ding_1,7.9470034,PZ33_Ding_1,0.4455867348925598,88
Chen,10,9.31,71,13.832,72,0.673,77,0.8,43,0.0,1,0.639,82,0.0,1,20.719,48,0.288,46,0.0,1,1.269e-06,2,PZ33,-9.31,PZ33_Chen_10,PZ33_Chen_10,6.0104189,PZ33_Chen_10,0.5484163124088497,61
Dokholyan,2,9.344,72,14.354,77,0.651,85,0.623,88,-1.0,53,0.67,71,1.4,35,26.556,85,0.231,83,0.0,1,1.391e-06,5,PZ33,-9.344,PZ33_Dokholyan_2,PZ33_Dokholyan_2,8.1355991,PZ33_Dokholyan_2,0.4817483434349778,82
Das,7,9.457,73,14.303,75,0.661,81,0.845,28,0.0,1,0.631,85,7.55,61,27.375,88,0.305,32,0.0,1,1.89e-06,1,PZ33,-9.457,PZ33_Das_7,PZ33_Das_7,6.048285,PZ33_Das_7,0.5297073493882004,70
Xiao,4,9.561,74,12.829,67,0.745,47,0.621,90,-1.0,53,0.806,15,0.69,23,34.023,100,0.226,87,0.0,1,2.492e-06,2,PZ33,-9.561,PZ33_Xiao_4,PZ33_Xiao_4,6.7886233,PZ33_Xiao_4,0.5651336612157508,56
Das,4,9.679,75,13.733,70,0.705,62,0.828,30,0.0,1,0.676,69,5.49,55,27.683,91,0.287,48,0.0,1,3.397e-06,6,PZ33,-9.679,PZ33_Das_4,PZ33_Das_4,6.1637058,PZ33_Das_4,0.5694410172575993,52
Chen,9,9.69,76,13.487,68,0.718,59,0.786,46,-1.0,53,0.703,64,0.0,1,23.46,66,0.233,81,0.0,1,3.503e-06,7,PZ33,-9.69,PZ33_Chen_9,PZ33_Chen_9,6.0368943,PZ33_Chen_9,0.5324598705577233,69
Ding,7,9.74,77,14.115,74,0.69,71,0.816,35,0.0,1,0.662,73,6.86,60,24.161,72,0.172,99,0.0,1,3.99e-06,3,PZ33,-9.74,PZ33_Ding_7,PZ33_Ding_7,9.3475914,PZ33_Ding_7,0.427102716784518,92
Das,6,9.877,78,14.797,78,0.668,80,0.735,63,0.0,1,0.686,68,9.61,75,28.011,94,0.289,45,0.0,1,5.677e-06,2,PZ33,-9.877,PZ33_Das_6,PZ33_Das_6,6.4071598,PZ33_Das_6,0.5254580786297204,72
Szachniuk,2,9.963,79,14.063,73,0.708,60,0.889,16,-1.0,53,0.642,80,15.1,83,26.38,83,0.271,60,0.0,1,7.063e-06,7,PZ33,-9.963,PZ33_Szachniuk_2,PZ33_Szachniuk_2,8.5471249,PZ33_Szachniuk_2,0.5178781435703327,77
RNAComposer,3,10.219,80,13.58,69,0.753,41,0.759,49,-1.0,53,0.761,36,2.06,37,21.598,54,0.293,42,0.0,1,1.336e-05,7,PZ33,-10.219,PZ33_RNAComposer_3,PZ33_RNAComposer_3,6.9460649,PZ33_RNAComposer_3,0.5981467635536656,32
Ding,5,10.433,81,14.961,81,0.697,68,0.82,32,-1.0,53,0.654,77,13.73,81,21.859,57,0.197,96,0.0,1,2.245e-05,2,PZ33,-10.433,PZ33_Ding_5,PZ33_Ding_5,8.1840858,PZ33_Ding_5,0.4584315946256245,86
Perez,5,11.196,82,16.676,86,0.671,79,0.856,22,-1.0,53,0.609,88,0.7,28,28.428,95,0.238,79,0.0,1,0.0001275,2,PZ33,-11.196,PZ33_Perez_5,PZ33_Perez_5,8.5405807,PZ33_Perez_5,0.4734927234927235,85
Szachniuk,4,11.545,83,14.926,79,0.774,23,0.741,60,-1.0,53,0.797,19,2.75,42,23.312,65,0.295,41,0.0,1,0.0002671,4,PZ33,-11.545,PZ33_Szachniuk_4,PZ33_Szachniuk_4,6.975863,PZ33_Szachniuk_4,0.5392809279541568,65
RNAComposer,1,11.799,84,14.939,80,0.79,9,0.929,4,-1.0,53,0.746,43,7.55,61,19.808,42,0.346,15,0.0,1,0.0004471,1,PZ33,-11.799,PZ33_RNAComposer_1,PZ33_RNAComposer_1,7.0624456,PZ33_RNAComposer_1,0.6304984023069129,10
Szachniuk,5,11.8,85,16.031,84,0.736,49,0.82,32,0.0,1,0.725,55,10.3,78,23.894,71,0.288,46,0.0,1,0.0004479,2,PZ33,-11.8,PZ33_Szachniuk_5,PZ33_Szachniuk_5,7.481277,PZ33_Szachniuk_5,0.5479605610202625,62
Perez,3,11.855,86,22.825,93,0.519,96,0.655,85,0.0,1,0.521,98,0.0,1,26.894,87,0.254,68,0.0,1,0.000499,1,PZ33,-11.855,PZ33_Perez_3,PZ33_Perez_3,9.9363365,PZ33_Perez_3,0.4223638064063596,93
RNAComposer,4,12.205,87,15.844,83,0.77,31,0.772,47,0.0,1,0.794,25,6.18,57,22.231,59,0.316,31,0.0,1,0.0009794,4,PZ33,-12.205,PZ33_RNAComposer_4,PZ33_RNAComposer_4,7.2816043,PZ33_RNAComposer_4,0.5610105981484049,57
Ding,6,12.37,88,16.286,85,0.76,39,0.856,22,-1.0,53,0.726,54,9.61,75,25.031,75,0.183,98,0.0,1,0.001328,2,PZ33,-12.37,PZ33_Ding_6,PZ33_Ding_6,9.6808643,PZ33_Ding_6,0.4085801501846278,96
Perez,10,12.485,89,20.826,91,0.6,92,0.745,59,0.0,1,0.578,90,0.0,1,26.049,79,0.217,92,0.0,1,0.001637,0,PZ33,-12.485,PZ33_Perez_10,PZ33_Perez_10,8.8030357,PZ33_Perez_10,0.4493432678258608,87
Das,5,13.315,90,18.489,89,0.72,57,0.772,47,0.0,1,0.722,56,7.55,61,32.728,97,0.281,56,0.0,1,0.006572,7,PZ33,-13.315,PZ33_Das_5,PZ33_Das_5,6.3684955,PZ33_Das_5,0.5212563377649011,74
Perez,6,13.445,91,32.171,99,0.418,99,0.567,96,0.0,1,0.382,100,0.0,1,33.152,98,0.26,66,0.0,1,0.008032,1,PZ33,-13.445,PZ33_Perez_6,PZ33_Perez_6,9.9189301,PZ33_Perez_6,0.3766639388979814,98
Perez,8,13.722,92,23.64,94,0.58,94,0.661,84,0.0,1,0.573,91,0.0,1,27.388,89,0.25,72,0.0,1,0.0121,1,PZ33,-13.722,PZ33_Perez_8,PZ33_Perez_8,9.5042667,PZ33_Perez_8,0.4347751539240901,91
Ding,8,13.824,93,20.336,90,0.68,75,0.856,22,-1.0,53,0.612,87,7.55,61,27.691,92,0.21,93,0.0,1,0.014,2,PZ33,-13.824,PZ33_Ding_8,PZ33_Ding_8,8.7572613,PZ33_Ding_8,0.4097495888540665,95
Dfold2,8,14.351,94,32.132,98,0.447,98,0.0,99,-1.0,53,0.639,82,127.75,93,22.596,63,0.252,70,0.0,1,0.02843,2,PZ33,-14.351,PZ33_Dfold2_8,PZ33_Dfold2_8,7.3748512,PZ33_Dfold2_8,0.3420326899804511,99
Szachniuk,3,14.385,95,18.398,88,0.782,18,0.857,21,-1.0,53,0.764,35,11.67,80,23.028,64,0.152,100,0.0,1,0.02969,1,PZ33,-14.385,PZ33_Szachniuk_3,PZ33_Szachniuk_3,9.1284218,PZ33_Szachniuk_3,0.4969526926973735,80
Ding,2,14.496,96,21.018,92,0.69,71,0.788,44,-1.0,53,0.655,76,7.55,61,26.783,86,0.198,95,0.0,1,0.0341,2,PZ33,-14.496,PZ33_Ding_2,PZ33_Ding_2,10.0442486,PZ33_Ding_2,0.3959587457721786,97
Dfold2,10,14.508,97,23.85,95,0.608,91,0.483,98,0.0,1,0.676,69,78.3,85,18.353,30,0.236,80,0.0,1,0.0346,1,PZ33,-14.508,PZ33_Dfold2_10,PZ33_Dfold2_10,6.890347,PZ33_Dfold2_10,0.4932000623489985,81
Perez,4,14.767,98,26.157,97,0.565,95,0.707,75,0.0,1,0.542,94,1.4,35,25.626,78,0.233,81,0.0,1,0.04713,1,PZ33,-14.767,PZ33_Perez_4,PZ33_Perez_4,8.4344959,PZ33_Perez_4,0.4353304496921518,90
Ding,3,15.566,99,24.999,96,0.623,88,0.856,22,-1.0,53,0.522,97,8.92,73,21.76,56,0.224,91,0.0,1,0.1095,0,PZ33,-15.566,PZ33_Ding_3,PZ33_Ding_3,9.8520679,PZ33_Ding_3,0.41118816122641,94
Dfold2,9,17.612,100,47.25,100,0.373,100,0.0,99,-1.0,53,0.535,95,135.49,96,19.89,43,0.207,94,0.0,1,0.4632,0,PZ33,-17.612,PZ33_Dfold2_9,PZ33_Dfold2_9,8.4817715,PZ33_Dfold2_9,0.3228850317082686,100
Das,4,8.707,1,12.048,1,0.723,45,0.95,2,0.0,1,0.667,56,5.48,64,21.542,69,0.279,61,0.0,1,1.665e-16,0,PZ34,-8.707,PZ34_Das_4,PZ34_Das_4,6.7286773,PZ34_Das_4,0.5638407531845728,26
SWMapo,2,8.707,1,12.048,1,0.723,45,0.95,2,0.0,1,0.667,56,5.48,64,21.542,69,0.279,61,0.0,1,1.665e-16,0,PZ34,-8.707,PZ34_SWMapo_2,PZ34_SWMapo_2,6.7286773,PZ34_SWMapo_2,0.5638407531845728,26
Das,2,8.961,3,12.94,4,0.692,77,0.923,27,0.0,1,0.65,70,5.03,59,24.467,88,0.285,54,0.0,1,4.996e-16,0,PZ34,-8.961,PZ34_Das_2,PZ34_Das_2,7.6224952,PZ34_Das_2,0.5568497525562266,38
SWMapo,4,8.961,3,12.94,4,0.692,77,0.923,27,0.0,1,0.65,70,5.03,59,24.467,88,0.285,54,0.0,1,4.996e-16,0,PZ34,-8.961,PZ34_SWMapo_4,PZ34_SWMapo_4,7.6224952,PZ34_SWMapo_4,0.5568497525562266,38
ARESgua,9,9.069,5,12.939,3,0.701,72,0.878,71,0.0,1,0.657,67,7.77,85,18.999,40,0.297,41,0.0,1,8.327e-16,0,PZ34,-9.069,PZ34_ARESgua_9,PZ34_ARESgua_9,5.888587,PZ34_ARESgua_9,0.5391859541255343,62
Chen,3,9.446,6,13.78,7,0.686,82,0.9,51,-1.0,65,0.616,90,0.0,1,21.371,66,0.28,60,0.0,1,4.496e-15,0,PZ34,-9.446,PZ34_Chen_3,PZ34_Chen_3,7.6464462,PZ34_Chen_3,0.5797519330733399,12
FARFAR2gua,6,10.133,7,14.11,11,0.718,55,0.923,27,-1.0,65,0.662,63,1.83,30,18.523,33,0.348,8,0.0,1,8.51e-14,0,PZ34,-10.133,PZ34_FARFAR2gua_6,PZ34_FARFAR2gua_6,6.2528558,PZ34_FARFAR2gua_6,0.5584946175137223,34
ARESgua,5,10.332,8,13.992,8,0.738,26,0.9,51,0.0,1,0.703,22,2.74,37,16.108,4,0.366,3,0.0,1,1.936e-13,0,PZ34,-10.332,PZ34_ARESgua_5,PZ34_ARESgua_5,5.8113551,PZ34_ARESgua_5,0.5912296371690148,3
FARFAR2gua,4,10.332,8,13.992,8,0.738,26,0.9,51,0.0,1,0.703,22,2.74,37,16.108,4,0.366,3,0.0,1,1.936e-13,0,PZ34,-10.332,PZ34_FARFAR2gua_4,PZ34_FARFAR2gua_4,5.8113551,PZ34_FARFAR2gua_4,0.5912296371690148,3
FARFAR2gua,10,10.334,10,13.68,6,0.755,10,0.927,17,0.0,1,0.714,15,2.28,32,15.753,1,0.334,10,0.0,1,1.952e-13,0,PZ34,-10.334,PZ34_FARFAR2gua_10,PZ34_FARFAR2gua_10,6.0706735,PZ34_FARFAR2gua_10,0.5715470818252159,19
ARESapo,1,10.591,11,14.327,12,0.739,24,0.923,27,0.0,1,0.697,32,3.2,41,16.907,11,0.298,40,0.0,1,5.54e-13,0,PZ34,-10.591,PZ34_ARESapo_1,PZ34_ARESapo_1,5.6004343,PZ34_ARESapo_1,0.5866429695329985,8
SimRNA,4,10.598,12,14.836,20,0.714,58,0.839,91,-1.0,65,0.679,48,131.69,99,22.872,79,0.288,52,0.0,1,5.712e-13,0,PZ34,-10.598,PZ34_SimRNA_4,PZ34_SimRNA_4,6.8151689,PZ34_SimRNA_4,0.5482839917120617,51
FARFAR2gua,2,10.608,13,15.046,21,0.705,66,0.858,84,-1.0,65,0.663,61,5.48,64,17.979,25,0.297,41,0.0,1,5.945e-13,0,PZ34,-10.608,PZ34_FARFAR2gua_2,PZ34_FARFAR2gua_2,6.1091638,PZ34_FARFAR2gua_2,0.5458329222252802,55
FARFAR2apo,2,10.619,14,14.087,10,0.754,13,0.927,17,0.0,1,0.72,8,4.11,50,17.834,24,0.329,12,0.0,1,6.217e-13,0,PZ34,-10.619,PZ34_FARFAR2apo_2,PZ34_FARFAR2apo_2,6.1717587,PZ34_FARFAR2apo_2,0.5993384189563221,2
Das,1,10.673,15,14.794,16,0.721,51,0.9,51,0.0,1,0.682,43,1.37,26,16.753,9,0.304,30,0.0,1,7.712e-13,0,PZ34,-10.673,PZ34_Das_1,PZ34_Das_1,6.088727,PZ34_Das_1,0.5597032751896722,31
FARFAR2apo,7,10.673,15,14.794,16,0.721,51,0.9,51,0.0,1,0.682,43,1.37,26,16.753,9,0.304,30,0.0,1,7.712e-13,0,PZ34,-10.673,PZ34_FARFAR2apo_7,PZ34_FARFAR2apo_7,6.088727,PZ34_FARFAR2apo_7,0.5597032751896722,31
ARESapo,9,10.887,17,14.831,18,0.734,29,0.878,71,0.0,1,0.703,22,3.2,41,17.19,13,0.327,15,0.0,1,1.806e-12,0,PZ34,-10.887,PZ34_ARESapo_9,PZ34_ARESapo_9,5.8044019,PZ34_ARESapo_9,0.5816798134694577,9
FARFAR2apo,5,10.887,17,14.831,18,0.734,29,0.878,71,0.0,1,0.703,22,3.2,41,17.19,13,0.327,15,0.0,1,1.806e-12,0,PZ34,-10.887,PZ34_FARFAR2apo_5,PZ34_FARFAR2apo_5,5.8044019,PZ34_FARFAR2apo_5,0.5816798134694577,9
Das,3,10.931,19,14.446,13,0.757,7,0.949,9,0.0,1,0.72,8,5.48,64,20.397,55,0.29,49,0.0,1,2.142e-12,0,PZ34,-10.931,PZ34_Das_3,PZ34_Das_3,6.6983161,PZ34_Das_3,0.5662736473679564,22
SWMapo,1,10.931,19,14.446,13,0.757,7,0.949,9,0.0,1,0.72,8,5.48,64,20.397,55,0.29,49,0.0,1,2.142e-12,0,PZ34,-10.931,PZ34_SWMapo_1,PZ34_SWMapo_1,6.6983161,PZ34_SWMapo_1,0.5662736473679564,22
SimRNA,5,11.14,21,15.471,24,0.72,53,0.927,17,0.0,1,0.66,65,125.4,98,21.283,64,0.334,10,0.0,1,4.843e-12,0,PZ34,-11.14,PZ34_SimRNA_5,PZ34_SimRNA_5,7.1986074,PZ34_SimRNA_5,0.5189036137696098,76
Bujnicki,1,11.176,22,14.793,15,0.755,10,0.886,70,-1.0,65,0.72,8,0.0,1,19.089,42,0.324,18,0.0,1,5.554e-12,0,PZ34,-11.176,PZ34_Bujnicki_1,PZ34_Bujnicki_1,6.8442416,PZ34_Bujnicki_1,0.5527499234040786,45
FARFAR2gua,5,11.238,23,15.128,23,0.743,22,0.878,71,-1.0,65,0.709,17,2.28,32,15.761,2,0.296,43,0.0,1,7.063e-12,0,PZ34,-11.238,PZ34_FARFAR2gua_5,PZ34_FARFAR2gua_5,5.9562101,PZ34_FARFAR2gua_5,0.5465144961026956,54
FARFAR2apo,4,11.371,24,15.85,27,0.717,56,0.858,84,0.0,1,0.686,38,3.2,41,18.162,29,0.293,45,0.0,1,1.171e-11,0,PZ34,-11.371,PZ34_FARFAR2apo_4,PZ34_FARFAR2apo_4,6.2397242,PZ34_FARFAR2apo_4,0.5560033027122746,40
FARFAR2apo,8,11.459,25,15.077,22,0.76,6,0.95,2,-1.0,65,0.709,17,3.2,41,18.548,36,0.31,26,0.0,1,1.637e-11,0,PZ34,-11.459,PZ34_FARFAR2apo_8,PZ34_FARFAR2apo_8,6.6925855,PZ34_FARFAR2apo_8,0.5887668835586205,5
FARFAR2gua,1,11.564,26,16.401,33,0.705,66,0.839,91,0.0,1,0.674,50,2.28,32,18.107,28,0.299,39,0.0,1,2.418e-11,0,PZ34,-11.564,PZ34_FARFAR2gua_1,PZ34_FARFAR2gua_1,6.4257326,PZ34_FARFAR2gua_1,0.5502482227149749,48
FARFAR2gua,3,11.601,27,15.804,26,0.734,29,0.9,51,0.0,1,0.709,17,1.37,26,19.947,53,0.329,12,0.0,1,2.783e-11,0,PZ34,-11.601,PZ34_FARFAR2gua_3,PZ34_FARFAR2gua_3,6.1736684,PZ34_FARFAR2gua_3,0.5682482642585255,20
FARFAR2apo,9,11.667,28,15.629,25,0.747,18,0.839,91,-1.0,65,0.726,6,3.2,41,18.223,31,0.306,29,0.0,1,3.553e-11,0,PZ34,-11.667,PZ34_FARFAR2apo_9,PZ34_FARFAR2apo_9,6.4098258,PZ34_FARFAR2apo_9,0.5379552264383156,63
FARFAR2apo,1,11.679,29,15.911,29,0.734,29,0.878,71,-1.0,65,0.697,32,3.65,48,20.405,57,0.301,36,0.0,1,3.721e-11,0,PZ34,-11.679,PZ34_FARFAR2apo_1,PZ34_FARFAR2apo_1,5.9069939,PZ34_FARFAR2apo_1,0.5747316546276919,16
ARESapo,5,11.771,30,16.492,37,0.714,58,0.927,17,0.0,1,0.656,68,1.83,30,19.605,50,0.312,25,0.0,1,5.218e-11,0,PZ34,-11.771,PZ34_ARESapo_5,PZ34_ARESapo_5,5.7992477,PZ34_ARESapo_5,0.5680080906064839,21
Szachniuk,3,11.775,31,16.89,38,0.697,75,0.923,27,-1.0,65,0.622,88,8.68,91,24.203,87,0.269,68,0.0,1,5.287e-11,0,PZ34,-11.775,PZ34_Szachniuk_3,PZ34_Szachniuk_3,8.6345234,PZ34_Szachniuk_3,0.5570185232306342,37
ARESgua,2,11.859,32,16.042,30,0.739,24,0.923,27,0.0,1,0.709,17,3.65,48,18.165,30,0.309,27,0.0,1,7.193e-11,0,PZ34,-11.859,PZ34_ARESgua_2,PZ34_ARESgua_2,5.7300925,PZ34_ARESgua_2,0.5644950641068915,25
ARESapo,10,11.952,33,15.895,28,0.752,14,0.95,2,0.0,1,0.703,22,7.77,85,19.388,46,0.264,73,0.0,1,1.01e-10,0,PZ34,-11.952,PZ34_ARESapo_10,PZ34_ARESapo_10,5.8939571,PZ34_ARESapo_10,0.5802842098157024,11
ARESgua,3,11.973,34,16.379,32,0.731,33,0.9,51,-1.0,65,0.685,40,3.2,41,17.672,20,0.325,17,0.0,1,1.089e-10,0,PZ34,-11.973,PZ34_ARESgua_3,PZ34_ARESgua_3,5.7918296,PZ34_ARESgua_3,0.5369971283020631,64
RNAComposer,3,12.141,35,17.146,42,0.708,63,0.9,51,-1.0,65,0.643,74,9.14,92,20.714,60,0.294,44,0.0,1,1.99e-10,0,PZ34,-12.141,PZ34_RNAComposer_3,PZ34_RNAComposer_3,8.5567989,PZ34_RNAComposer_3,0.5441335313575913,57
ARESapo,6,12.231,36,16.939,39,0.722,49,0.927,17,0.0,1,0.668,53,7.77,85,19.158,43,0.309,27,0.0,1,2.73e-10,0,PZ34,-12.231,PZ34_ARESapo_6,PZ34_ARESapo_6,5.789753,PZ34_ARESapo_6,0.5601706401341857,30
ARESgua,7,12.243,37,16.459,36,0.744,19,0.95,2,0.0,1,0.691,35,5.48,64,19.067,41,0.281,59,0.0,1,2.853e-10,0,PZ34,-12.243,PZ34_ARESgua_7,PZ34_ARESgua_7,5.8505297,PZ34_ARESgua_7,0.5573612575232774,36
FARFAR2apo,10,12.273,38,17.207,44,0.713,60,0.9,51,0.0,1,0.675,49,2.74,37,18.487,32,0.293,45,0.0,1,3.172e-10,0,PZ34,-12.273,PZ34_FARFAR2apo_10,PZ34_FARFAR2apo_10,6.2707191,PZ34_FARFAR2apo_10,0.5475621725199799,53
ARESapo,8,12.383,39,17.543,48,0.706,65,0.923,27,-1.0,65,0.643,74,9.14,92,18.693,37,0.277,63,0.0,1,4.668e-10,0,PZ34,-12.383,PZ34_ARESapo_8,PZ34_ARESapo_8,5.8371859,PZ34_ARESapo_8,0.549534192938635,49
ARESapo,2,12.448,40,17.156,43,0.726,41,0.858,84,0.0,1,0.703,22,2.74,37,17.441,19,0.291,48,0.0,1,5.848e-10,0,PZ34,-12.448,PZ34_ARESapo_2,PZ34_ARESapo_2,5.673883,PZ34_ARESapo_2,0.5637849290384226,28
SimRNA,2,12.479,41,18.129,55,0.688,81,0.715,100,0.0,1,0.697,32,138.48,100,22.286,72,0.405,1,0.0,1,6.509e-10,0,PZ34,-12.479,PZ34_SimRNA_2,PZ34_SimRNA_2,6.5765276,PZ34_SimRNA_2,0.543518167513982,59
Chen,4,12.558,42,18.559,59,0.677,90,0.896,67,0.0,1,0.616,90,0.0,1,22.798,78,0.228,97,0.0,1,8.537e-10,0,PZ34,-12.558,PZ34_Chen_4,PZ34_Chen_4,7.8571858,PZ34_Chen_4,0.4852338642252907,93
Das,10,12.559,43,16.45,34,0.763,4,0.9,51,0.0,1,0.737,2,4.57,55,17.755,22,0.304,30,0.0,1,8.567e-10,0,PZ34,-12.559,PZ34_Das_10,PZ34_Das_10,6.5497451,PZ34_Das_10,0.5552009928908599,42
FARFAR2gua,9,12.559,43,16.45,34,0.763,4,0.9,51,0.0,1,0.737,2,4.57,55,17.755,22,0.304,30,0.0,1,8.567e-10,0,PZ34,-12.559,PZ34_FARFAR2gua_9,PZ34_FARFAR2gua_9,6.5497451,PZ34_FARFAR2gua_9,0.5552009928908599,42
Szachniuk,1,12.563,45,17.881,52,0.703,70,0.923,27,-1.0,65,0.629,83,0.0,1,18.969,39,0.264,73,0.0,1,8.687e-10,0,PZ34,-12.563,PZ34_Szachniuk_1,PZ34_Szachniuk_1,7.9783211,PZ34_Szachniuk_1,0.5300152153254158,69
Chen,6,12.638,46,18.833,61,0.671,92,0.85,88,-1.0,65,0.618,89,0.0,1,19.422,47,0.362,5,0.0,1,1.122e-09,0,PZ34,-12.638,PZ34_Chen_6,PZ34_Chen_6,6.9584336,PZ34_Chen_6,0.5195021005457784,75
FARFAR2apo,6,12.653,47,17.439,47,0.726,41,0.906,49,0.0,1,0.68,45,2.28,32,16.525,6,0.288,52,0.0,1,1.183e-09,0,PZ34,-12.653,PZ34_FARFAR2apo_6,PZ34_FARFAR2apo_6,6.1110959,PZ34_FARFAR2apo_6,0.5533510066521611,44
RNAComposer,5,12.753,48,18.498,58,0.689,80,0.878,71,0.0,1,0.635,77,5.94,75,19.251,44,0.319,22,0.0,1,1.661e-09,0,PZ34,-12.753,PZ34_RNAComposer_5,PZ34_RNAComposer_5,7.1689997,PZ34_RNAComposer_5,0.549464088196958,50
Bujnicki,5,12.779,49,18.233,56,0.701,72,0.746,97,0.0,1,0.703,22,0.0,1,21.234,63,0.393,2,0.0,1,1.813e-09,0,PZ34,-12.779,PZ34_Bujnicki_5,PZ34_Bujnicki_5,6.7102623,PZ34_Bujnicki_5,0.5452642948761224,56
ARESgua,6,12.795,50,17.415,46,0.735,28,0.927,17,0.0,1,0.685,40,4.57,55,20.638,59,0.318,23,0.0,1,1.912e-09,0,PZ34,-12.795,PZ34_ARESgua_6,PZ34_ARESgua_6,5.831162,PZ34_ARESgua_6,0.5520735424704911,46
Das,9,12.825,51,17.562,49,0.73,35,0.923,27,-1.0,65,0.68,45,5.03,59,16.598,7,0.282,57,0.0,1,2.111e-09,0,PZ34,-12.825,PZ34_Das_9,PZ34_Das_9,5.9526839,PZ34_Das_9,0.575008178886529,14
FARFAR2gua,8,12.825,51,17.562,49,0.73,35,0.923,27,-1.0,65,0.68,45,5.03,59,16.598,7,0.282,57,0.0,1,2.111e-09,0,PZ34,-12.825,PZ34_FARFAR2gua_8,PZ34_FARFAR2gua_8,5.9526839,PZ34_FARFAR2gua_8,0.575008178886529,14
ARESgua,1,12.971,53,17.25,45,0.752,14,0.9,51,0.0,1,0.72,8,5.94,75,18.547,35,0.275,64,0.0,1,3.443e-09,0,PZ34,-12.971,PZ34_ARESgua_1,PZ34_ARESgua_1,5.6044278,PZ34_ARESgua_1,0.5507090964797033,47
ARESgua,8,13.047,54,17.013,40,0.767,2,0.927,17,0.0,1,0.731,4,4.11,50,18.031,26,0.324,18,0.0,1,4.42e-09,0,PZ34,-13.047,PZ34_ARESgua_8,PZ34_ARESgua_8,5.9204755,PZ34_ARESgua_8,0.5880697308497214,6
Das,8,13.047,54,17.013,40,0.767,2,0.927,17,0.0,1,0.731,4,4.11,50,18.031,26,0.324,18,0.0,1,4.42e-09,0,PZ34,-13.047,PZ34_Das_8,PZ34_Das_8,5.9204755,PZ34_Das_8,0.5880697308497214,6
RNAComposer,1,13.225,56,16.259,31,0.813,1,1.0,1,0.0,1,0.766,1,7.77,85,17.411,18,0.357,6,0.0,1,7.89e-09,0,PZ34,-13.225,PZ34_RNAComposer_1,PZ34_RNAComposer_1,7.4596181,PZ34_RNAComposer_1,0.6206191027631655,1
ARESapo,7,13.229,57,18.115,54,0.73,35,0.878,71,-1.0,65,0.691,35,5.94,75,18.932,38,0.267,70,0.0,1,7.984e-09,0,PZ34,-13.229,PZ34_ARESapo_7,PZ34_ARESapo_7,5.7646899,PZ34_ARESapo_7,0.5338735725895652,66
SimRNA,3,13.236,58,18.346,57,0.722,49,0.923,27,-1.0,65,0.66,65,103.46,97,21.367,65,0.328,14,0.0,1,8.187e-09,0,PZ34,-13.236,PZ34_SimRNA_3,PZ34_SimRNA_3,7.0584116,PZ34_SimRNA_3,0.5482372552176104,52
SWMapo,3,13.24,59,17.631,51,0.751,16,0.9,51,0.0,1,0.726,6,5.48,64,22.065,71,0.219,101,0.0,1,8.277e-09,0,PZ34,-13.24,PZ34_SWMapo_3,PZ34_SWMapo_3,6.7523093,PZ34_SWMapo_3,0.53431886752281,65
Chen,1,13.383,60,19.8,67,0.676,91,0.927,17,0.0,1,0.597,94,0.0,1,20.146,54,0.32,21,0.0,1,1.312e-08,0,PZ34,-13.383,PZ34_Chen_1,PZ34_Chen_1,6.3946691,PZ34_Chen_1,0.543092346120092,60
ARESapo,4,13.392,61,18.667,60,0.717,56,0.927,17,0.0,1,0.663,61,4.57,55,17.313,15,0.304,30,0.0,1,1.347e-08,0,PZ34,-13.392,PZ34_ARESapo_4,PZ34_ARESapo_4,5.8096905,PZ34_ARESapo_4,0.5556099372173091,41
Nithin,5,13.598,62,18.012,53,0.755,10,0.9,51,-1.0,65,0.716,14,0.0,1,19.518,48,0.301,36,0.0,1,2.585e-08,0,PZ34,-13.598,PZ34_Nithin_5,PZ34_Nithin_5,7.1594691,PZ34_Nithin_5,0.5292843084816351,70
Nithin,3,13.669,63,21.673,77,0.631,98,0.667,101,0.0,1,0.635,77,0.0,1,19.79,52,0.266,71,0.0,1,3.215e-08,0,PZ34,-13.669,PZ34_Nithin_3,PZ34_Nithin_3,7.7962027,PZ34_Nithin_3,0.5015825496315607,86
ARESgua,10,13.862,64,20.265,70,0.684,84,0.878,71,0.0,1,0.632,80,5.03,59,17.355,16,0.29,49,0.0,1,5.823e-08,0,PZ34,-13.862,PZ34_ARESgua_10,PZ34_ARESgua_10,5.9824457,PZ34_ARESgua_10,0.5591735949192238,33
